symbol,quarter,total_revenue,net_income,gross_profit,operating_income,ebitda,research_development,interest_expense,total_assets,stockholders_equity,total_debt,cash_and_equivalents,inventory,accounts_receivable,operating_cash_flow,free_cash_flow,capital_expenditure,change_in_cash
CLS,2024-09-30,2499500000.0,91700000.0,259100000.0,136400000.0,186100000.0,18850000.0,12900000.0,5926800000.0,1819700000.0,941100000.0,398500000.0,1827400000.0,2022500000.0,144800000.0,190800000.0,46000000.0,
CLS,2024-06-30,2391406706.0,99600000.0,245349390.0,145869911.0,186961434.0,19396000.0,21900000.0,5881537316.0,1803135522.0,951660413.0,433936351.0,1852628262.0,1896000000.0,101319388.0,138245615.0,36926227.0,
CLS,2024-03-31,2199032854.0,101700000.0,217623515.0,136288469.0,179693707.0,16426294.0,16500000.0,5711206527.0,1709735700.0,831841611.0,307782395.0,1957180358.0,1815200000.0,116776021.0,156995554.0,40219533.0,
CLS,2023-12-31,2199660062.0,84200000.0,219298042.0,123419374.0,166374662.0,18086436.0,14900757.0,5860561411.0,1759451823.0,778794960.0,368504922.0,2095324560.0,1795700000.0,129929345.0,163626534.0,33697189.0,
CLS,2023-09-30,2043300000.0,80200000.0,206700000.0,117400000.0,161600000.0,16900000.0,18600000.0,5745300000.0,1736300000.0,790300000.0,353100000.0,2261100000.0,1599000000.0,88400000.0,115400000.0,27000000.0,
CLS,2023-06-30,1939400000.0,55500000.0,184600000.0,87800000.0,128879247.0,14300000.0,22400000.0,5500500000.0,1680600000.0,783400000.0,360700000.0,2345600000.0,1303700000.0,130200000.0,162300000.0,32100000.0,
CLS,2023-03-31,1837800000.0,24700000.0,164000000.0,59400000.0,97707429.0,12100000.0,21700000.0,5468100000.0,1655500000.0,775200000.0,318700000.0,2403300000.0,1265400000.0,72300000.0,105400000.0,33100000.0,
CLS,2022-12-31,2042600000.0,42400000.0,186200000.0,81600000.0,119100000.0,14500000.0,19300000.0,5628000000.0,1677700000.0,786100000.0,374500000.0,2350300000.0,1393500000.0,101300000.0,133600000.0,32300000.0,
CLS,2022-09-30,1923300000.0,45700000.0,167700000.0,78400000.0,115500000.0,11600000.0,17500000.0,5347900000.0,1569700000.0,792500000.0,363300000.0,2325800000.0,1161700000.0,74400000.0,113100000.0,38700000.0,
CLS,2022-06-30,1717200000.0,35600000.0,149900000.0,62700000.0,96100000.0,8800000.0,13100000.0,5140500000.0,1529600000.0,804400000.0,365500000.0,2107800000.0,1211100000.0,86900000.0,108500000.0,21600000.0,
CLS,2022-03-31,1566900000.0,21800000.0,132500000.0,40600000.0,77439550.0,11400000.0,9800000.0,4848000000.0,1509400000.0,785700000.0,346600000.0,1934800000.0,1243400000.0,35300000.0,51700000.0,16400000.0,
CLS,2021-12-31,1512100000.0,31900000.0,142100000.0,49900000.0,84700000.0,10600000.0,8300000.0,4666900000.0,1463000000.0,794400000.0,394000000.0,1697000000.0,1260300000.0,65800000.0,80200000.0,14400000.0,
CLS,2021-09-30,1467400000.0,35200000.0,125400000.0,51700000.0,81739677.0,10000000.0,7800000.0,4026100000.0,1469300000.0,571800000.0,477200000.0,1405900000.0,1148100000.0,55700000.0,71400000.0,15700000.0,
CLS,2021-06-30,1420300000.0,26300000.0,118000000.0,42400000.0,72380729.0,9000000.0,7600000.0,3745400000.0,1428300000.0,555000000.0,467200000.0,1224900000.0,1092600000.0,56500000.0,66000000.0,9500000.0,
CLS,2021-03-31,1234900000.0,10500000.0,101500000.0,23700000.0,54000000.0,8800000.0,8000000.0,3553400000.0,1410600000.0,553300000.0,449400000.0,1153600000.0,971600000.0,48800000.0,61400000.0,12600000.0,
CLS,2020-12-31,1386600000.0,20100000.0,113800000.0,35500000.0,66300000.0,8400000.0,9100000.0,3664100000.0,1409000000.0,585900000.0,463800000.0,1091500000.0,1100200000.0,49700000.0,68900000.0,19200000.0,
CLS,2020-09-30,1550500000.0,30400000.0,124200000.0,49200000.0,80400000.0,8100000.0,8900000.0,3789300000.0,1400500000.0,579300000.0,451400000.0,1205200000.0,1130100000.0,42000000.0,52100000.0,10100000.0,
COIN,2025-06-30,1497208000.0,1428900000.0,1251947000.0,-8702000.0,-8702000.0,387322000.0,20535000.0,23476038000.0,12094889000.0,4508672000.0,7608578000.0,,222996000.0,328474000.0,328474000.0,0.0,
COIN,2025-03-31,2034295000.0,65608000.0,1531654000.0,705806000.0,136300000.0,355368000.0,20511000.0,21731006000.0,10468240000.0,4322140000.0,8051169000.0,,768079000.0,-182727000.0,-182727000.0,0.0,
COIN,2024-12-31,2271637000.0,1291176000.0,1716476000.0,1034069000.0,1550408000.0,368691000.0,20537000.0,22541951000.0,10276842000.0,4319870000.0,8543903000.0,,914946000.0,964618000.0,964618000.0,0.0,
COIN,2024-09-30,1205193000.0,75495000.0,855658000.0,169513000.0,119806000.0,377440000.0,20530000.0,290558608000.0,8728122000.0,4231047000.0,7723806000.0,58507000.0,724094000.0,696544000.0,696544000.0,0.0,
COIN,2024-06-30,1425044000.0,36150000.0,1153873000.0,-34497000.0,4000.0,364258000.0,20507000.0,286959173000.0,8370769000.0,4228019000.0,7225535000.0,,955552000.0,484197000.0,484197000.0,0.0,
COIN,2024-03-31,1637570000.0,1176245000.0,1247201000.0,760461000.0,789788000.0,357863000.0,19071000.0,348036477000.0,8070994000.0,4233834000.0,6711400000.0,335366185000.0,1117790000.0,411485000.0,411485000.0,0.0,
COIN,2023-12-31,953795000.0,273437000.0,798751000.0,104600000.0,134085000.0,323087000.0,18737000.0,14753901000.0,6281649000.0,2994680000.0,5139351000.0,,631086000.0,-5186000.0,5845000.0,11031000.0,
COIN,2023-09-30,674148000.0,-2265000.0,583571000.0,-79825000.0,-44760000.0,322756000.0,20821000.0,127305595000.0,5921125000.0,3094304000.0,5100799000.0,117930899000.0,467193000.0,313935000.0,314089000.0,154000.0,
COIN,2023-06-30,707911000.0,-97405000.0,599711000.0,-73575000.0,-14635000.0,320667000.0,21672000.0,137650575000.0,5754703000.0,3355218000.0,5166733000.0,128272496000.0,491969000.0,151124000.0,151174000.0,50000.0,-1437942000.0
COIN,2023-03-31,772529000.0,-78896000.0,676160000.0,349000.0,53772000.0,358031000.0,21536000.0,139301859000.0,5674946000.0,3419678000.0,5018409000.0,129942453000.0,548351000.0,463078000.0,463128000.0,50000.0,897127000.0
COIN,2022-12-31,629108000.0,-557001000.0,546117000.0,-555390000.0,-507293000.0,590103000.0,21600000.0,89724873000.0,5454557000.0,3489745000.0,4425021000.0,80678391000.0,464817000.0,3231857000.0,3244250000.0,12393000.0,-2404160000.0
COIN,2022-09-30,590339000.0,-544635000.0,488463000.0,-557716000.0,-508679000.0,556338000.0,21507000.0,111168363000.0,5626315000.0,3474941000.0,5006584000.0,101821232000.0,300876000.0,-397495000.0,-381746000.0,15749000.0,-1015047000.0
COIN,2022-06-30,808325000.0,-1093654000.0,641138000.0,-1001936000.0,-953206000.0,609249000.0,23656000.0,105468243000.0,5813389000.0,3483028000.0,5682068000.0,95799318000.0,308022000.0,-351132000.0,-325584000.0,25548000.0,-3160281000.0
COIN,2022-03-31,1166436000.0,-429659000.0,888610000.0,-554463000.0,-515135000.0,570664000.0,22138000.0,20895194000.0,6496093000.0,3635404000.0,6116388000.0,10238999000.0,402815000.0,-91356000.0,-81075000.0,10281000.0,-1508271000.0
COIN,2021-12-31,2498463000.0,840208000.0,1997282000.0,922324000.0,952733000.0,459611000.0,,21274425000.0,6381689000.0,3511299000.0,7123478000.0,10690088000.0,365937000.0,2993320000.0,3037968000.0,44648000.0,2403809000.0
COIN,2021-09-30,1311908000.0,406100000.0,1114657000.0,291808000.0,316720000.0,356264000.0,6972000.0,18454271000.0,5360497000.0,3940813000.0,6352775000.0,9089555000.0,331820000.0,342047000.0,349160000.0,7113000.0,1994115000.0
COIN,2021-06-30,2227962000.0,1606349000.0,1892536000.0,874725000.0,897625000.0,291461000.0,748000.0,15790208000.0,4623425000.0,1887143000.0,4365982000.0,9102196000.0,619675000.0,3982899000.0,4012515000.0,29616000.0,5057917000.0
COIN,2021-03-31,1801112000.0,771463000.0,1567046000.0,987713000.0,1007685000.0,184225000.0,,10201112000.0,2304408000.0,662034000.0,1983318000.0,6322617000.0,208828000.0,3411765000.0,3416171000.0,4406000.0,3433675000.0
COIN,2020-12-31,585112000.0,176785000.0,535166000.0,226585000.0,235162000.0,90498000.0,,5855414000.0,963584000.0,379081000.0,1061850000.0,3830397000.0,189471000.0,2158243000.0,2163280000.0,5037000.0,
COIN,2020-09-30,315357000.0,81299000.0,278591000.0,101505000.0,109512000.0,73319000.0,,,,,,,189471000.0,208189000.0,215119000.0,6930000.0,
CRCL,2025-03-31,578573000.0,64791000.0,155306000.0,92940000.0,104052000.0,,335000.0,62262397000.0,744976000.0,37414000.0,848606000.0,,200339000.0,56593000.0,68268000.0,11675000.0,
CRCL,2024-03-31,365094000.0,48639000.0,97208000.0,52319000.0,84966000.0,,497000.0,,,,,,,77167000.0,86050000.0,8883000.0,
CRWD,2025-04-30,1103434000.0,-110207000.0,814291000.0,-124656000.0,-19115000.0,334129000.0,6715000.0,8720362000.0,3450877000.0,785398000.0,4614153000.0,,808694000.0,384107000.0,487295000.0,103188000.0,
CRWD,2025-01-31,1058538000.0,-92282000.0,784548000.0,-85301000.0,17641000.0,315142000.0,6664000.0,8701578000.0,3279494000.0,788901000.0,4323295000.0,,1128564000.0,345722000.0,450636000.0,104914000.0,
CRWD,2024-10-31,1010178000.0,-16822000.0,755091000.0,-55723000.0,51297000.0,275602000.0,6587000.0,7782958000.0,3057933000.0,791951000.0,4260324000.0,,813922000.0,326136000.0,421111000.0,94975000.0,
CRWD,2024-07-31,963872000.0,47013000.0,726471000.0,13658000.0,116737000.0,250908000.0,6549000.0,7202474000.0,2852915000.0,791973000.0,4038536000.0,,661045000.0,326641000.0,380411000.0,53770000.0,
CRWD,2024-04-30,921036000.0,42820000.0,696033000.0,6936000.0,55620000.0,235249000.0,6511000.0,6841985000.0,2535540000.0,792976000.0,3702437000.0,,702856000.0,383228000.0,443390000.0,60162000.0,
CRWD,2024-01-31,845335000.0,53699000.0,636079000.0,31099000.0,73468000.0,213998000.0,6422000.0,6646520000.0,2303950000.0,792874000.0,3375069000.0,1.0,853105000.0,347016000.0,421052000.0,74036000.0,
CRWD,2023-10-31,786014000.0,26665000.0,591010000.0,3163000.0,81175000.0,196072000.0,6503000.0,5831056000.0,2028950000.0,794923000.0,2968872000.0,209216000.0,561872000.0,273518000.0,307438000.0,33920000.0,
CRWD,2023-07-31,731626000.0,8472000.0,548709000.0,-15373000.0,53408000.0,179362000.0,6444000.0,5520458000.0,1838207000.0,790571000.0,3167215000.0,197111000.0,539463000.0,244781000.0,300771000.0,55990000.0,
CRWD,2023-04-30,692580000.0,491000.0,523350000.0,11295000.0,41878000.0,179065000.0,6387000.0,5137858000.0,1605301000.0,794366000.0,2829677000.0,186901000.0,461092000.0,300892000.0,374058000.0,73166000.0,374831000.0
CRWD,2023-01-31,637367000.0,-47481000.0,461763000.0,-61500000.0,-9416000.0,191845000.0,6352000.0,5026540000.0,1463641000.0,783618000.0,2455369000.0,186855000.0,626181000.0,273293000.0,338682000.0,65389000.0,
CRWD,2022-10-31,580882000.0,-54631000.0,422654000.0,-56422000.0,-13511000.0,155256000.0,6334000.0,4469443000.0,1314289000.0,769040000.0,2466551000.0,162260000.0,485313000.0,242851000.0,311625000.0,68774000.0,
CRWD,2022-07-31,535153000.0,-49285000.0,394586000.0,-48307000.0,-15291000.0,137864000.0,6335000.0,4154236000.0,1225419000.0,771917000.0,2318858000.0,1.0,418799000.0,209906000.0,284055000.0,74149000.0,
CRWD,2022-04-30,487834000.0,-30409000.0,361002000.0,-23883000.0,-242000.0,123399000.0,6298000.0,3835835000.0,1102541000.0,772053000.0,2152736000.0,135681000.0,369130000.0,214957000.0,273082000.0,58125000.0,158575000.0
CRWD,2022-01-31,431010000.0,-41980000.0,318390000.0,-23534000.0,-1364000.0,105018000.0,6302000.0,3618381000.0,1025764000.0,774716000.0,1996633000.0,126822000.0,368145000.0,159718000.0,192106000.0,32388000.0,92236000.0
CRWD,2021-10-31,380051000.0,-50455000.0,278387000.0,-40264000.0,-21715000.0,97630000.0,6403000.0,3299617000.0,948182000.0,776746000.0,1907508000.0,108636000.0,283272000.0,159058000.0,195293000.0,36235000.0,121877000.0
CRWD,2021-07-31,337690000.0,-57318000.0,247258000.0,-47403000.0,-30696000.0,90455000.0,6296000.0,3136045000.0,904268000.0,777524000.0,1787051000.0,95470000.0,266540000.0,108475000.0,143311000.0,34836000.0,103490000.0
CRWD,2021-04-30,302843000.0,-85049000.0,224338000.0,-31347000.0,-12207000.0,78180000.0,6230000.0,2881171000.0,849264000.0,779191000.0,1684997000.0,85388000.0,211233000.0,147533000.0,177763000.0,30230000.0,-234804000.0
CRWD,2021-01-31,264929000.0,-19002000.0,198197000.0,-15803000.0,-3285000.0,66070000.0,1049000.0,2732533000.0,870574000.0,778992000.0,1918608000.0,80850000.0,239199000.0,114463000.0,131716000.0,17253000.0,
CRWD,2020-10-31,232460000.0,-24531000.0,170933000.0,-24159000.0,-13408000.0,57539000.0,193000.0,1749509000.0,813485000.0,42652000.0,1059926000.0,62422000.0,172775000.0,88501000.0,100907000.0,12406000.0,
CRWD,2020-07-31,198971000.0,-29874000.0,144580000.0,-29991000.0,-19736000.0,50483000.0,174000.0,1616952000.0,790965000.0,44777000.0,1064734000.0,53837000.0,149236000.0,55025000.0,77633000.0,22608000.0,
DASH,2025-03-31,3032000000.0,193000000.0,1532000000.0,155000000.0,351000000.0,306000000.0,,13572000000.0,8389000000.0,527000000.0,4500000000.0,,926000000.0,635000000.0,709000000.0,74000000.0,
DASH,2024-12-31,2873000000.0,141000000.0,1420000000.0,117000000.0,258000000.0,297000000.0,,12845000000.0,7803000000.0,536000000.0,4019000000.0,,865000000.0,518000000.0,616000000.0,98000000.0,
DASH,2024-09-30,2706000000.0,162000000.0,1332000000.0,107000000.0,245000000.0,289000000.0,,12277000000.0,7569000000.0,532000000.0,3664000000.0,,622000000.0,531000000.0,618000000.0,87000000.0,
DASH,2024-06-30,2630000000.0,-157000000.0,1105000000.0,-199000000.0,-61000000.0,303000000.0,,11837000000.0,7162000000.0,534000000.0,3430000000.0,,585000000.0,530000000.0,609000000.0,79000000.0,
DASH,2024-03-31,2513000000.0,-23000000.0,1183000000.0,-61000000.0,81000000.0,279000000.0,,11450000000.0,6999000000.0,547000000.0,3124000000.0,394000000.0,546000000.0,553000000.0,619000000.0,66000000.0,
DASH,2023-12-31,2303000000.0,-154000000.0,1074000000.0,-89000000.0,41000000.0,253000000.0,151000000.0,10839000000.0,6806000000.0,522000000.0,2656000000.0,356000000.0,533000000.0,485000000.0,572000000.0,87000000.0,
DASH,2023-09-30,2164000000.0,-73000000.0,1008000000.0,-108000000.0,20000000.0,250000000.0,,10013000000.0,6559000000.0,493000000.0,2344000000.0,385000000.0,417000000.0,398000000.0,472000000.0,74000000.0,
DASH,2023-06-30,2133000000.0,-170000000.0,998000000.0,-211000000.0,-83000000.0,269000000.0,,9601000000.0,6396000000.0,498000000.0,1904000000.0,297000000.0,383000000.0,393000000.0,475000000.0,82000000.0,-50000000.0
DASH,2023-03-31,2035000000.0,-162000000.0,966000000.0,-169000000.0,-46000000.0,231000000.0,1000000.0,9646000000.0,6518000000.0,492000000.0,1833000000.0,290000000.0,382000000.0,397000000.0,478000000.0,81000000.0,-3000000.0
DASH,2022-12-31,1818000000.0,-642000000.0,804000000.0,-286000000.0,-547000000.0,250000000.0,1000000.0,9789000000.0,6754000000.0,511000000.0,1977000000.0,441000000.0,400000000.0,23000000.0,119000000.0,96000000.0,
DASH,2022-09-30,1701000000.0,-296000000.0,770000000.0,-308000000.0,-185000000.0,226000000.0,9000000.0,9552000000.0,6825000000.0,505000000.0,2320000000.0,,325000000.0,199000000.0,299000000.0,100000000.0,-384000000.0
DASH,2022-06-30,1608000000.0,-263000000.0,728000000.0,-273000000.0,-190000000.0,205000000.0,1000000.0,9928000000.0,7410000000.0,496000000.0,2727000000.0,,346000000.0,165000000.0,244000000.0,79000000.0,494000000.0
DASH,2022-03-31,1456000000.0,-161000000.0,693000000.0,-173000000.0,-108000000.0,148000000.0,1000000.0,6822000000.0,4652000000.0,422000000.0,2243000000.0,,321000000.0,-20000000.0,51000000.0,71000000.0,-261000000.0
DASH,2021-12-31,1300000000.0,-155000000.0,665000000.0,-152000000.0,-103000000.0,133000000.0,1000000.0,6809000000.0,4667000000.0,399000000.0,2504000000.0,,349000000.0,167000000.0,237000000.0,70000000.0,-356000000.0
DASH,2021-09-30,1275000000.0,-101000000.0,690000000.0,-100000000.0,-60000000.0,115000000.0,0.0,6358000000.0,4666000000.0,366000000.0,2861000000.0,,286000000.0,107000000.0,166000000.0,59000000.0,-472000000.0
DASH,2021-06-30,1236000000.0,-102000000.0,681000000.0,-99000000.0,-62000000.0,100000000.0,1000000.0,6182000000.0,4619000000.0,321000000.0,3334000000.0,,245000000.0,252000000.0,306000000.0,54000000.0,-673000000.0
DASH,2021-03-31,1077000000.0,-110000000.0,514000000.0,-99000000.0,-68000000.0,82000000.0,12000000.0,5902000000.0,4555000000.0,259000000.0,4007000000.0,,282000000.0,166000000.0,220000000.0,54000000.0,-337000000.0
DASH,2020-12-31,970000000.0,-312000000.0,501000000.0,-305000000.0,-270000000.0,209000000.0,10000000.0,6353000000.0,4700000000.0,617000000.0,4345000000.0,,291000000.0,-63000000.0,-26000000.0,37000000.0,
DASH,2020-09-30,879000000.0,-43000000.0,497000000.0,-35000000.0,1000000.0,41000000.0,9000000.0,2874000000.0,1433000000.0,606000000.0,1096000000.0,,182000000.0,230000000.0,294000000.0,64000000.0,
DASH,2020-06-30,675000000.0,23000000.0,352000000.0,27000000.0,63000000.0,38000000.0,9000000.0,6353000000.0,4700000000.0,,4345000000.0,,291000000.0,210000000.0,236000000.0,26000000.0,
DAVE,2025-03-31,107979000.0,28812000.0,100873000.0,35149000.0,37163000.0,,1758000.0,315655000.0,199463000.0,75469000.0,47002000.0,,194672000.0,45247000.0,45284000.0,37000.0,
DAVE,2024-12-31,100840000.0,16806000.0,94556000.0,20993000.0,21678000.0,,1843000.0,299327000.0,183101000.0,75554000.0,49718000.0,,175857000.0,41714000.0,43542000.0,1828000.0,
DAVE,2024-09-30,92489000.0,466000.0,83913000.0,2550000.0,4642000.0,,1964000.0,272242000.0,155815000.0,836000.0,35059000.0,,165533000.0,37032000.0,40734000.0,3702000.0,
DAVE,2024-06-30,80117000.0,6358000.0,72323000.0,5669000.0,8307000.0,,1965000.0,247164000.0,141757000.0,75703000.0,48600000.0,,127959000.0,28047000.0,30357000.0,2310000.0,
DAVE,2024-03-31,73630000.0,34243000.0,41355000.0,5399000.0,41397000.0,,2217000.0,235599000.0,127314000.0,75770000.0,55525000.0,,105123000.0,18344000.0,19948000.0,1604000.0,
DAVE,2023-12-31,73200000.0,179000.0,42200000.0,1900000.0,4886000.0,,2792000.0,294023000.0,87063000.0,181292000.0,41759000.0,,112846000.0,15633000.0,17670000.0,2037000.0,
DAVE,2023-09-30,65811000.0,-12053000.0,58747000.0,-122441000.0,-7552000.0,,3057000.0,294447000.0,79181000.0,180266000.0,43608000.0,813000.0,97124000.0,15369000.0,17253000.0,1884000.0,
DAVE,2023-06-30,61235000.0,-22618000.0,54003000.0,-132412000.0,-18367000.0,,3027000.0,296012000.0,84118000.0,179547000.0,49346000.0,821000.0,88654000.0,9681000.0,12133000.0,2452000.0,-2408000.0
DAVE,2023-03-31,58900000.0,-14008000.0,51800000.0,97011000.0,-9825000.0,,2898000.0,305443000.0,100080000.0,178841000.0,51754000.0,824000.0,80161000.0,-6929000.0,-4719000.0,2210000.0,28865000.0
DAVE,2022-12-31,59600000.0,-21500000.0,51300000.0,-21284000.0,-19700000.0,,2922000.0,321492000.0,106560000.0,178148000.0,22889000.0,831000.0,104183000.0,-3939000.0,-1579000.0,2360000.0,-15583000.0
DAVE,2022-09-30,56800000.0,-47526000.0,47300000.0,-41422000.0,-41228000.0,,2403000.0,334226000.0,123225000.0,167437000.0,38558000.0,-87608000.0,87608000.0,-14316000.0,-12108000.0,2208000.0,12434000.0
DAVE,2022-06-30,45800000.0,-27122000.0,38200000.0,-49169000.0,-23128000.0,,2288000.0,358500000.0,163272000.0,157739000.0,26379000.0,-270433000.0,76086000.0,10851000.0,13109000.0,2258000.0,-8356000.0
DAVE,2022-03-31,42600000.0,-34822000.0,36100000.0,-24758000.0,-30201000.0,,1555000.0,387774000.0,174440000.0,157377000.0,23569000.0,-61813000.0,61813000.0,-37479000.0,-34993000.0,2486000.0,-8356000.0
DAVE,2021-12-31,41200000.0,-15200000.0,34700000.0,32276000.0,-14536000.0,,1374000.0,147186000.0,-33400000.0,73636000.0,32000000.0,14747000.0,49013000.0,-18601000.0,-16254000.0,2347000.0,-39818.0
DAVE,2021-09-30,40198000.0,-7889000.0,33993000.0,-15671000.0,-2676840.0,,709000.0,133856000.0,52627100.0,48707000.0,21307000.0,6170000.0,44868000.0,-21217000.0,-19376000.0,1841000.0,
DAVE,2021-06-30,37229000.0,-864000.0,31734000.0,-6272000.0,-1864000.0,600000.0,508000.0,255569021.0,224534945.0,25667000.0,703038.0,,,798000.0,816000.0,18000.0,
DAVE,2021-03-31,34426000.0,3952000.0,29206000.0,-10333000.0,7033000.0,600000.0,277000.0,255889508.0,228013609.0,,866232.0,,,-1680000.0,1623000.0,3303000.0,
DAVE,2020-12-31,35452000.0,-34610000.0,29502000.0,-10127000.0,-13147000.0,1100000.0,14000.0,76405000.0,49844100.0,6106000.0,4789000.0,4091000.0,38744000.0,-4826000.0,-3572000.0,1254000.0,
DAVE,2020-09-30,32047000.0,6077000.0,21305000.0,-1545000.0,-1527000.0,400000.0,,,,,,,,-12993000.0,-12953000.0,40000.0,
DAVE,2020-06-30,27148500.0,678000.0,17688500.0,5155000.0,5205500.0,350000.0,,,,,,,,4336500.0,4418500.0,82000.0,
DOCS,2025-03-31,138288000.0,62458000.0,123821000.0,48680000.0,51509000.0,24803000.0,,1264309000.0,1082625000.0,12396000.0,209614000.0,,128354000.0,98487000.0,99994000.0,1507000.0,
DOCS,2024-12-31,168603000.0,75196000.0,154422000.0,79925000.0,82580000.0,22421000.0,,1172157000.0,1031120000.0,12947000.0,165270000.0,,137504000.0,65189000.0,66960000.0,1771000.0,
DOCS,2024-09-30,136832000.0,44154000.0,123156000.0,53142000.0,58059000.0,23240000.0,,1118516000.0,961196000.0,13491000.0,184248000.0,,124793000.0,68346000.0,69889000.0,1543000.0,
DOCS,2024-06-30,126676000.0,41377000.0,113126000.0,46053000.0,48615000.0,22574000.0,,1073458000.0,913580000.0,14031000.0,111442000.0,1.0,128009999.0,41243000.0,42947000.0,1704000.0,
DOCS,2024-03-31,118057000.0,40618000.0,105490000.0,41852000.0,44400000.0,20148000.0,,1079374000.0,901397000.0,14546000.0,96785000.0,,101332000.0,63944000.0,65578000.0,1634000.0,
DOCS,2023-12-31,135284000.0,47956000.0,123094000.0,58551000.0,61060000.0,19946000.0,,1000649000.0,864614000.0,15056000.0,123089000.0,5886000.0,97584000.0,50054000.0,51378000.0,1324000.0,
DOCS,2023-09-30,113612000.0,30602000.0,100853000.0,33792000.0,44332000.0,19958000.0,,1025571000.0,871467000.0,15054000.0,108403000.0,2960000.0,97217000.0,12898000.0,14177000.0,1279000.0,
DOCS,2023-06-30,108469000.0,28406000.0,95316000.0,29683000.0,32287000.0,21931000.0,,1153509000.0,990787000.0,15633000.0,306729000.0,3729000.0,92922000.0,57200000.0,58764000.0,1564000.0,
DOCS,2023-03-31,110966000.0,30668000.0,97289000.0,32841000.0,35549000.0,21541000.0,3875000.0,1136888000.0,966116000.0,15637000.0,158027000.0,5118000.0,107047000.0,46639000.0,47665000.0,1026000.0,
DOCS,2022-12-31,115262000.0,33468000.0,101736000.0,38484000.0,41100000.0,20519000.0,2461000.0,1067087000.0,930174000.0,15639000.0,136454000.0,5572000.0,74862000.0,48697000.0,49913000.0,1216000.0,
DOCS,2022-09-30,102185000.0,26299000.0,88975000.0,32101000.0,34690000.0,19104000.0,908000.0,1028343000.0,878964000.0,15638000.0,73674000.0,,79236000.0,39514000.0,41331000.0,1817000.0,
DOCS,2022-06-30,90639000.0,22383000.0,77562000.0,21682000.0,24052000.0,19022000.0,804000.0,1050931000.0,902166000.0,11769000.0,110092000.0,3610000.0,76021000.0,44752000.0,46877000.0,2125000.0,
DOCS,2022-03-31,93653000.0,36726000.0,81888000.0,27921000.0,29289000.0,17424000.0,16000.0,991357000.0,878594000.0,1089000.0,112809000.0,,81073000.0,46964000.0,49073000.0,2109000.0,
DOCS,2021-12-31,97876000.0,55647000.0,86791000.0,35789000.0,37150000.0,16225000.0,20000.0,932172000.0,838848000.0,1595000.0,85079000.0,5060000.0,71623000.0,27284000.0,28960000.0,1676000.0,
DOCS,2021-09-30,79350000.0,36088000.0,70399000.0,24951000.0,26109000.0,15460000.0,420000.0,869255000.0,772560000.0,616000.0,79521000.0,3107000.0,55681000.0,19152000.0,20252000.0,1100000.0,
DOCS,2021-06-30,72669000.0,26322000.0,64683000.0,24875000.0,26028000.0,13241000.0,45000.0,830182000.0,728452000.0,784000.0,594321000.0,4103000.0,47290000.0,33175000.0,33987000.0,812000.0,
DOCS,2021-03-31,66687000.0,21483000.0,58694000.0,22847000.0,23838000.0,12558000.0,38000.0,251719000.0,66743000.0,1254000.0,66393000.0,5856000.0,50319000.0,37551000.0,38464000.0,913000.0,
DOCS,2020-12-31,58709000.0,17231000.0,50837000.0,17936000.0,18951000.0,11406000.0,4601000.0,206378000.0,121196000.0,1798000.0,69975000.0,1.0,46714000.0,23961000.0,25036000.0,1075000.0,
DOCS,2020-09-30,45113000.0,10037000.0,37657000.0,10437000.0,11365000.0,9866000.0,20000.0,,,,,,,12701000.0,14147000.0,1446000.0,
DOCS,2020-06-30,36388000.0,1459000.0,28513000.0,2083000.0,2851000.0,10043000.0,153000.0,172892000.0,82594000.0,,-86446000.0,,,8760000.0,9936000.0,1176000.0,
FIX,2025-06-30,2173319000.0,230848000.0,509897000.0,299873000.0,299873000.0,,1605000.0,5063729000.0,1971209000.0,283650000.0,331710000.0,70732000.0,2602846000.0,252495000.0,283768000.0,31273000.0,
FIX,2025-03-31,1831286000.0,169289000.0,403416000.0,209098000.0,243756000.0,,1619000.0,4569218000.0,1777013000.0,278206000.0,204758000.0,63045000.0,2278837000.0,-87950000.0,-65742000.0,22208000.0,
FIX,2024-12-31,1867804000.0,145870000.0,433738000.0,226355000.0,220900000.0,,1576000.0,4711088000.0,1704676000.0,308600000.0,549939000.0,59224000.0,2134865000.0,210463000.0,251139000.0,40676000.0,
FIX,2024-09-30,1812366000.0,146235000.0,381714000.0,202884000.0,226296000.0,,1730000.0,4412765000.0,1587722000.0,276629000.0,415583000.0,55680000.0,2029549000.0,302179000.0,324238000.0,22059000.0,
FIX,2024-06-30,1810290000.0,134009000.0,349415000.0,184059000.0,222739000.0,,1709000.0,4213984000.0,1482294000.0,326346000.0,199419000.0,63778000.0,2014688000.0,189858000.0,213242000.0,23384000.0,
FIX,2024-03-31,1537016000.0,96319000.0,284754000.0,134640000.0,169807000.0,,1633000.0,3902829000.0,1372536000.0,325736000.0,100792000.0,71061000.0,1813836000.0,146557000.0,171509000.0,24952000.0,
FIX,2023-12-31,1357566000.0,91581000.0,269777000.0,119659000.0,140040300.0,,401300.0,3305579000.0,1277829000.0,256774000.0,205150000.0,65538000.0,1586103000.0,173008000.0,198272000.0,25264000.0,
FIX,2023-09-30,1378124000.0,105125000.0,277499000.0,135143000.0,156455700.0,,1885700.0,3140619000.0,1207162000.0,238716000.0,137623000.0,53899000.0,1578023000.0,214241000.0,242685000.0,28444000.0,
